ID;Date;Value
0060012466;2012-04-23T02:00:00.0000000+02:00;129.36
0060012466;2012-04-24T02:00:00.0000000+02:00;129.92
0060012466;2012-04-25T02:00:00.0000000+02:00;130.96
0060012466;2012-04-26T02:00:00.0000000+02:00;130.36
0060012466;2012-04-27T02:00:00.0000000+02:00;131.11
0060012466;2012-04-30T02:00:00.0000000+02:00;131.85
0060012466;2012-05-01T02:00:00.0000000+02:00;132.71
0060012466;2012-05-02T02:00:00.0000000+02:00;131.84
0060012466;2012-05-03T02:00:00.0000000+02:00;132.83
0060012466;2012-05-07T02:00:00.0000000+02:00;131.22
0060012466;2012-05-08T02:00:00.0000000+02:00;130.31
0060012466;2012-05-09T02:00:00.0000000+02:00;127.89
0060012466;2012-05-10T02:00:00.0000000+02:00;128.94
0060012466;2012-05-11T02:00:00.0000000+02:00;129.32
0060012466;2012-05-14T02:00:00.0000000+02:00;127.12
0060012466;2012-05-15T02:00:00.0000000+02:00;125.56
0060012466;2012-05-16T02:00:00.0000000+02:00;125.42
0060012466;2012-05-21T02:00:00.0000000+02:00;125.21
0060012466;2012-05-22T02:00:00.0000000+02:00;126.93
0060012466;2012-05-23T02:00:00.0000000+02:00;124.99
0060012466;2012-05-24T02:00:00.0000000+02:00;125.82
0060012466;2012-05-25T02:00:00.0000000+02:00;126.22
0060012466;2012-05-29T02:00:00.0000000+02:00;127.17
0060012466;2012-05-30T02:00:00.0000000+02:00;125.36
0060012466;2012-05-31T02:00:00.0000000+02:00;124.31
0060012466;2012-06-01T02:00:00.0000000+02:00;120.81
0060012466;2012-06-04T02:00:00.0000000+02:00;119.58
0060012466;2012-06-06T02:00:00.0000000+02:00;122.00
0060012466;2012-06-07T02:00:00.0000000+02:00;124.72
0060012466;2012-06-08T02:00:00.0000000+02:00;123.24
0060012466;2012-06-11T02:00:00.0000000+02:00;124.05
0060012466;2012-06-12T02:00:00.0000000+02:00;122.58
0060012466;2012-06-13T02:00:00.0000000+02:00;122.15
0060012466;2012-06-14T02:00:00.0000000+02:00;121.29
0060012466;2012-06-15T02:00:00.0000000+02:00;122.71
0060012466;2012-06-18T02:00:00.0000000+02:00;122.47
0060012466;2012-06-19T02:00:00.0000000+02:00;123.70
0060012466;2012-06-20T02:00:00.0000000+02:00;125.01
0060012466;2012-06-21T02:00:00.0000000+02:00;124.62
0060012466;2012-06-22T02:00:00.0000000+02:00;123.79
0060012466;2012-06-25T02:00:00.0000000+02:00;121.78
0060012466;2012-06-26T02:00:00.0000000+02:00;120.06
0060012466;2012-06-27T02:00:00.0000000+02:00;121.55
0060012466;2012-06-28T02:00:00.0000000+02:00;120.93
0060012466;2012-06-29T02:00:00.0000000+02:00;124.49
0060012466;2012-06-30T02:00:00.0000000+02:00;124.46
0060012466;2012-07-02T02:00:00.0000000+02:00;125.83
0060012466;2012-07-03T02:00:00.0000000+02:00;127.67
0060012466;2012-07-04T02:00:00.0000000+02:00;128.36
0060012466;2012-07-05T02:00:00.0000000+02:00;128.12
0060012466;2012-07-06T02:00:00.0000000+02:00;127.01
0060012466;2012-07-09T02:00:00.0000000+02:00;126.55
0060012466;2012-07-10T02:00:00.0000000+02:00;127.71
0060012466;2012-07-11T02:00:00.0000000+02:00;126.81
0060012466;2012-07-12T02:00:00.0000000+02:00;126.14
0060012466;2012-07-13T02:00:00.0000000+02:00;127.14
0060012466;2012-07-16T02:00:00.0000000+02:00;128.08
0060012466;2012-07-17T02:00:00.0000000+02:00;128.25
0060012466;2012-07-18T02:00:00.0000000+02:00;129.18
0060012466;2012-07-19T02:00:00.0000000+02:00;131.13
0060012466;2012-07-20T02:00:00.0000000+02:00;130.47
0060012466;2012-07-23T02:00:00.0000000+02:00;127.38
0060012466;2012-07-24T02:00:00.0000000+02:00;127.89
0060012466;2012-07-25T02:00:00.0000000+02:00;128.23
0060012466;2012-07-26T02:00:00.0000000+02:00;129.62
0060012466;2012-07-27T02:00:00.0000000+02:00;131.33
0060012466;2012-07-30T02:00:00.0000000+02:00;131.84
0060012466;2012-07-31T02:00:00.0000000+02:00;131.04
0060012466;2012-08-01T02:00:00.0000000+02:00;130.81
0060012466;2012-08-02T02:00:00.0000000+02:00;130.31
0060012466;2012-08-03T02:00:00.0000000+02:00;132.36
0060012466;2012-08-06T02:00:00.0000000+02:00;133.75
0060012466;2012-08-07T02:00:00.0000000+02:00;135.16
0060012466;2012-08-08T02:00:00.0000000+02:00;134.68
0060012466;2012-08-09T02:00:00.0000000+02:00;135.96
0060012466;2012-08-10T02:00:00.0000000+02:00;135.44
0060012466;2012-08-13T02:00:00.0000000+02:00;136.14
0060012466;2012-08-14T02:00:00.0000000+02:00;136.94
0060012466;2012-08-15T02:00:00.0000000+02:00;137.51
0060012466;2012-08-16T02:00:00.0000000+02:00;137.10
0060012466;2012-08-17T02:00:00.0000000+02:00;136.86
0060012466;2012-08-20T02:00:00.0000000+02:00;136.83
0060012466;2012-08-21T02:00:00.0000000+02:00;137.38
0060012466;2012-08-22T02:00:00.0000000+02:00;135.54
0060012466;2012-08-23T02:00:00.0000000+02:00;135.57
0060012466;2012-08-24T02:00:00.0000000+02:00;134.72
0060012466;2012-08-27T02:00:00.0000000+02:00;135.34
0060012466;2012-08-28T02:00:00.0000000+02:00;135.39
0060012466;2012-08-29T02:00:00.0000000+02:00;135.87
0060012466;2012-08-30T02:00:00.0000000+02:00;135.61
0060012466;2012-08-31T02:00:00.0000000+02:00;135.77
0060012466;2012-09-03T02:00:00.0000000+02:00;137.22
0060012466;2012-09-04T02:00:00.0000000+02:00;136.81
0060012466;2012-09-05T02:00:00.0000000+02:00;137.09
0060012466;2012-09-06T02:00:00.0000000+02:00;139.02
0060012466;2012-09-07T02:00:00.0000000+02:00;139.07
0060012466;2012-09-10T02:00:00.0000000+02:00;139.05
0060012466;2012-09-11T02:00:00.0000000+02:00;138.76
0060012466;2012-09-12T02:00:00.0000000+02:00;139.12
0060012466;2012-09-13T02:00:00.0000000+02:00;137.73
0060012466;2012-09-14T02:00:00.0000000+02:00;139.84
0060012466;2012-09-17T02:00:00.0000000+02:00;139.44
0060012466;2012-09-18T02:00:00.0000000+02:00;138.94
0060012466;2012-09-19T02:00:00.0000000+02:00;139.70
0060012466;2012-09-20T02:00:00.0000000+02:00;140.41
0060012466;2012-09-21T02:00:00.0000000+02:00;141.12
0060012466;2012-09-24T02:00:00.0000000+02:00;140.96
0060012466;2012-09-25T02:00:00.0000000+02:00;141.42
